"['cir_0.340.png', 34.0, 0.44800000000000001, 15.232000000000001, 1, 0]","['cir_0.370.png', 37.0, 0.50800000000000001, 18.795999999999999, 1, 0]","['cir_0.160.png', 16.0, 0.47999999999999998, 7.6799999999999997, 1, 0]"
"['cir_0.280.png', 28.000000000000004, 0.52300000000000002, 14.644000000000002, 1, 1]","['cir_0.280.png', 28.000000000000004, 0.48599999999999999, 13.608000000000001, 1, 1]","['sq_0.250.png', 25.0, 0.58099999999999996, 14.524999999999999, 0, 0]"
"['cir_0.280.png', 28.000000000000004, 0.47599999999999998, 13.328000000000001, 0, 0]","['tri_0.400.png', 40.0, 0.51000000000000001, 20.399999999999999, 1, 1]","['tri_0.400.png', 40.0, 0.50600000000000001, 20.240000000000002, 1, 1]"
"['tri_0.430.png', 43.0, 0.48199999999999998, 20.725999999999999, 1, 1]","['tri_0.430.png', 43.0, 0.497, 21.370999999999999, 1, 1]","['tri_0.100.png', 10.0, 0.50900000000000001, 5.0899999999999999, 1, 0]"
"['tri_0.400.png', 40.0, 0.49299999999999999, 19.719999999999999, 0, 0]","['cir_0.190.png', 19.0, 0.502, 9.5380000000000003, 1, 1]","['cir_0.190.png', 19.0, 0.50700000000000001, 9.6330000000000009, 1, 1]"
"['tri_0.340.png', 34.0, 0.47999999999999998, 16.32, 0, 0]","['cir_0.160.png', 16.0, 0.50900000000000001, 8.1440000000000001, 1, 1]","['cir_0.160.png', 16.0, 0.496, 7.9359999999999999, 1, 1]"
"['tri_0.250.png', 25.0, 0.497, 12.425000000000001, 1, 1]","['tri_0.250.png', 25.0, 0.49399999999999999, 12.35, 1, 1]","['cir_0.130.png', 13.0, 0.48499999999999999, 6.3049999999999997, 0, 0]"
"['tri_0.400.png', 40.0, 0.495, 19.800000000000001, 1, 0]","['tri_0.280.png', 28.000000000000004, 0.502, 14.056000000000003, 1, 1]","['tri_0.280.png', 28.000000000000004, 0.498, 13.944000000000001, 1, 1]"
"['tri_0.430.png', 43.0, 0.50800000000000001, 21.844000000000001, 1, 1]","['tri_0.430.png', 43.0, 0.48499999999999999, 20.855, 1, 1]","['tri_0.100.png', 10.0, 0.51600000000000001, 5.1600000000000001, 1, 0]"
"['tri_0.370.png', 37.0, 0.505, 18.684999999999999, 1, 1]","['cir_0.220.png', 22.0, 0.504, 11.088000000000001, 0, 0]","['tri_0.370.png', 37.0, 0.502, 18.574000000000002, 1, 1]"
"['sq_0.340.png', 34.0, 0.48499999999999999, 16.489999999999998, 1, 1]","['sq_0.340.png', 34.0, 0.504, 17.135999999999999, 1, 1]","['tri_0.190.png', 19.0, 0.501, 9.5190000000000001, 0, 0]"
"['tri_0.370.png', 37.0, 0.50600000000000001, 18.722000000000001, 0, 0]","['sq_0.130.png', 13.0, 0.496, 6.4480000000000004, 1, 1]","['sq_0.130.png', 13.0, 0.48999999999999999, 6.3700000000000001, 1, 1]"
"['tri_0.370.png', 37.0, 0.58099999999999996, 21.497, 1, 0]","['sq_0.370.png', 37.0, 0.41599999999999998, 15.391999999999999, 1, 1]","['tri_0.280.png', 28.000000000000004, 0.44500000000000001, 12.460000000000003, 1, 0]","['tri_0.310.png', 31.0, 0.51400000000000001, 15.934000000000001, 1, 0]","['tri_0.130.png', 13.0, 0.499, 6.4870000000000001, 1, 0]","['sq_0.370.png', 37.0, 0.45000000000000001, 16.650000000000002, 1, 1]"
"['cir_0.280.png', 28.000000000000004, 0.49299999999999999, 13.804000000000002, 1, 0]","['sq_0.190.png', 19.0, 0.57399999999999995, 10.905999999999999, 1, 0]","['cir_0.190.png', 19.0, 0.50700000000000001, 9.6330000000000009, 1, 1]","['sq_0.220.png', 22.0, 0.45400000000000001, 9.9879999999999995, 1, 0]","['sq_0.250.png', 25.0, 0.497, 12.425000000000001, 1, 0]","['cir_0.190.png', 19.0, 0.504, 9.5760000000000005, 1, 1]"
"['cir_0.430.png', 43.0, 0.50800000000000001, 21.844000000000001, 1, 0]","['tri_0.190.png', 19.0, 0.44700000000000001, 8.4930000000000003, 1, 0]","['tri_0.280.png', 28.000000000000004, 0.57799999999999996, 16.184000000000001, 1, 1]","['tri_0.280.png', 28.000000000000004, 0.55600000000000005, 15.568000000000003, 1, 1]","['cir_0.160.png', 16.0, 0.55500000000000005, 8.8800000000000008, 1, 0]","['tri_0.430.png', 43.0, 0.47399999999999998, 20.381999999999998, 1, 0]"
"['tri_0.220.png', 22.0, 0.49399999999999999, 10.868, 1, 1]","['cir_0.310.png', 31.0, 0.44600000000000001, 13.826000000000001, 1, 0]","['sq_0.130.png', 13.0, 0.52700000000000002, 6.851, 1, 0]","['sq_0.100.png', 10.0, 0.45200000000000001, 4.5200000000000005, 1, 0]","['tri_0.220.png', 22.0, 0.42199999999999999, 9.2839999999999989, 1, 1]","['cir_0.220.png', 22.0, 0.54500000000000004, 11.99, 1, 0]"
"['tri_0.310.png', 31.0, 0.52100000000000002, 16.151, 1, 0]","['sq_0.160.png', 16.0, 0.49399999999999999, 7.9039999999999999, 1, 1]","['tri_0.130.png', 13.0, 0.51600000000000001, 6.7080000000000002, 1, 0]","['sq_0.280.png', 28.000000000000004, 0.47399999999999998, 13.272, 1, 0]","['sq_0.160.png', 16.0, 0.34999999999999998, 5.5999999999999996, 1, 1]","['tri_0.250.png', 25.0, 0.505, 12.625, 1, 0]"
"['tri_0.280.png', 28.000000000000004, 0.47999999999999998, 13.440000000000001, 1, 1]","['sq_0.400.png', 40.0, 0.46700000000000003, 18.68, 1, 0]","['tri_0.280.png', 28.000000000000004, 0.46800000000000003, 13.104000000000003, 1, 1]","['tri_0.190.png', 19.0, 0.53500000000000003, 10.165000000000001, 1, 0]","['sq_0.100.png', 10.0, 0.48599999999999999, 4.8599999999999994, 1, 0]","['tri_0.430.png', 43.0, 0.49299999999999999, 21.198999999999998, 1, 0]"
"['tri_0.370.png', 37.0, 0.54000000000000004, 19.98, 1, 1]","['cir_0.250.png', 25.0, 0.44700000000000001, 11.175000000000001, 1, 0]","['tri_0.130.png', 13.0, 0.51300000000000001, 6.6690000000000005, 1, 0]","['tri_0.370.png', 37.0, 0.58099999999999998, 22.236999999999998, 1, 1]","['tri_0.400.png', 40.0, 0.495, 19.800000000000001, 1, 0]","['cir_0.370.png', 37.0, 0.52200000000000002, 19.314, 1, 0]"
"['sq_0.370.png', 37.0, 0.35099999999999998, 12.986999999999998, 1, 0]","['cir_0.250.png', 25.0, 0.50900000000000001, 12.725, 1, 1]","['cir_0.250.png', 25.0, 0.53700000000000003, 13.425000000000001, 1, 1]","['cir_0.280.png', 28.000000000000004, 0.52400000000000002, 14.672000000000002, 1, 0]","['cir_0.220.png', 22.0, 0.41299999999999998, 9.0860000000000003, 1, 0]","['sq_0.280.png', 28.000000000000004, 0.41899999999999998, 11.732000000000001, 1, 0]"
"['tri_0.340.png', 34.0, 0.52600000000000002, 17.884, 1, 0]","['tri_0.430.png', 43.0, 0.47799999999999998, 20.553999999999998, 1, 1]","['tri_0.430.png', 43.0, 0.51700000000000002, 22.231000000000002, 1, 1]","['cir_0.370.png', 37.0, 0.48699999999999999, 18.018999999999998, 0, 0]","['tri_0.370.png', 37.0, 0.51500000000000001, 19.055, 1, 0]","['sq_0.430.png', 43.0, 0.57899999999999996, 24.896999999999998, 0, 0]"
"['sq_0.430.png', 43.0, 0.503, 21.629000000000001, 1, 1]","['cir_0.190.png', 19.0, 0.48399999999999999, 9.1959999999999997, 1, 0]","['cir_0.430.png', 43.0, 0.50600000000000001, 21.757999999999999, 1, 0]","['tri_0.280.png', 28.000000000000004, 0.499, 13.972000000000001, 1, 0]","['tri_0.160.png', 16.0, 0.5, 8.0, 1, 0]","['sq_0.430.png', 43.0, 0.51100000000000001, 21.972999999999999, 1, 1]"
"['sq_0.340.png', 34.0, 0.502, 17.068000000000001, 0, 0]","['tri_0.280.png', 28.000000000000004, 0.498, 13.944000000000001, 1, 1]","['cir_0.280.png', 28.000000000000004, 0.51300000000000001, 14.364000000000003, 1, 0]","['cir_0.430.png', 43.0, 0.497, 21.370999999999999, 1, 0]","['tri_0.400.png', 40.0, 0.47499999999999998, 19.0, 1, 0]","['tri_0.280.png', 28.000000000000004, 0.49199999999999999, 13.776000000000002, 1, 1]"
"['cir_0.400.png', 40.0, 0.50700000000000001, 20.280000000000001, 1, 0]","['cir_0.100.png', 10.0, 0.497, 4.9699999999999998, 1, 0]","['cir_0.130.png', 13.0, 0.495, 6.4349999999999996, 1, 0]","['sq_0.340.png', 34.0, 0.499, 16.966000000000001, 1, 1]","['sq_0.340.png', 34.0, 0.51000000000000001, 17.34, 1, 1]","['sq_0.220.png', 22.0, 0.48899999999999999, 10.757999999999999, 1, 0]"
"['tri_0.250.png', 25.0, 0.502, 12.550000000000001, 1, 0]","['tri_0.280.png', 28.000000000000004, 0.498, 13.944000000000001, 1, 0]","['tri_0.160.png', 16.0, 0.49399999999999999, 7.9039999999999999, 1, 1]","['tri_0.430.png', 43.0, 0.49399999999999999, 21.242000000000001, 1, 0]","['cir_0.400.png', 40.0, 0.49099999999999999, 19.640000000000001, 0, 0]","['tri_0.160.png', 16.0, 0.496, 7.9359999999999999, 1, 1]"
"['sq_0.130.png', 13.0, 0.505, 6.5650000000000004, 1, 0]","['tri_0.190.png', 19.0, 0.48899999999999999, 9.2910000000000004, 1, 1]","['sq_0.250.png', 25.0, 0.51100000000000001, 12.775, 1, 0]","['tri_0.190.png', 19.0, 0.48999999999999999, 9.3100000000000005, 1, 1]","['tri_0.310.png', 31.0, 0.48899999999999999, 15.158999999999999, 1, 0]","['cir_0.280.png', 28.000000000000004, 0.499, 13.972000000000001, 0, 0]"
"['cir_0.280.png', 28.000000000000004, 0.51100000000000001, 14.308000000000002, 1, 0]","['tri_0.250.png', 25.0, 0.50600000000000001, 12.65, 1, 0]","['tri_0.160.png', 16.0, 0.48799999999999999, 7.8079999999999998, 1, 0]","['cir_0.160.png', 16.0, 0.504, 8.0640000000000001, 1, 1]","['sq_0.400.png', 40.0, 0.50900000000000001, 20.359999999999999, 0, 0]","['cir_0.160.png', 16.0, 0.5, 8.0, 1, 1]"
"['sq_0.250.png', 25.0, 0.51600000000000001, 12.9, 1, 1]","['sq_0.280.png', 28.000000000000004, 0.51600000000000001, 14.448000000000002, 1, 0]","['cir_0.400.png', 40.0, 0.51900000000000002, 20.760000000000002, 0, 0]","['sq_0.100.png', 10.0, 0.51900000000000002, 5.1900000000000004, 1, 0]","['tri_0.400.png', 40.0, 0.499, 19.960000000000001, 0, 0]","['sq_0.250.png', 25.0, 0.501, 12.525, 1, 1]"
"['tri_0.310.png', 31.0, 0.503, 15.593, 1, 0]","['cir_0.430.png', 43.0, 0.48299999999999998, 20.768999999999998, 1, 1]","['tri_0.100.png', 10.0, 0.501, 5.0099999999999998, 1, 0]","['tri_0.370.png', 37.0, 0.49399999999999999, 18.277999999999999, 1, 0]","['cir_0.250.png', 25.0, 0.495, 12.375, 1, 0]","['cir_0.430.png', 43.0, 0.50700000000000001, 21.801000000000002, 1, 1]"
"['cir_0.310.png', 31.0, 0.53100000000000003, 16.461000000000002, 1, 0]","['tri_0.430.png', 43.0, 0.502, 21.585999999999999, 0, 0]","['sq_0.100.png', 10.0, 0.52700000000000002, 5.2700000000000005, 1, 0]","['sq_0.190.png', 19.0, 0.501, 9.5190000000000001, 1, 0]","['cir_0.400.png', 40.0, 0.498, 19.920000000000002, 1, 1]","['cir_0.400.png', 40.0, 0.51000000000000001, 20.399999999999999, 1, 1]"
"['sq_0.130.png', 13.0, 0.53700000000000003, 6.9810000000000008, 1, 1]","['cir_0.160.png', 16.0, 0.55200000000000005, 8.8320000000000007, 1, 0]","['cir_0.250.png', 25.0, 0.49399999999999999, 12.35, 1, 1]","['cir_0.250.png', 25.0, 0.49299999999999999, 12.324999999999999, 1, 1]","['sq_0.130.png', 13.0, 0.46300000000000002, 6.0190000000000001, 1, 1]","['cir_0.250.png', 25.0, 0.495, 12.375, 1, 1]"
"['cir_0.430.png', 43.0, 0.55000000000000004, 23.650000000000002, 1, 1]","['cir_0.430.png', 43.0, 0.45300000000000001, 19.478999999999999, 1, 1]","['sq_0.190.png', 19.0, 0.56200000000000006, 10.678000000000001, 1, 1]","['sq_0.310.png', 31.0, 0.53400000000000003, 16.554000000000002, 1, 0]","['cir_0.430.png', 43.0, 0.42099999999999999, 18.102999999999998, 1, 1]","['sq_0.190.png', 19.0, 0.55700000000000005, 10.583, 1, 1]"
"['cir_0.280.png', 28.000000000000004, 0.53100000000000003, 14.868000000000002, 1, 1]","['cir_0.250.png', 25.0, 0.46800000000000003, 11.700000000000001, 1, 0]","['sq_0.190.png', 19.0, 0.46500000000000002, 8.8350000000000009, 1, 1]","['cir_0.280.png', 28.000000000000004, 0.51000000000000001, 14.280000000000003, 1, 1]","['sq_0.190.png', 19.0, 0.56200000000000006, 10.678000000000001, 1, 1]","['cir_0.280.png', 28.000000000000004, 0.46200000000000002, 12.936000000000002, 1, 1]"
"['cir_0.310.png', 31.0, 0.51200000000000001, 15.872, 1, 1]","['sq_0.340.png', 34.0, 0.434, 14.756, 1, 1]","['cir_0.310.png', 31.0, 0.52700000000000002, 16.337, 1, 1]","['sq_0.220.png', 22.0, 0.54300000000000004, 11.946000000000002, 1, 0]","['sq_0.340.png', 34.0, 0.45600000000000002, 15.504000000000001, 1, 1]","['cir_0.310.png', 31.0, 0.42999999999999999, 13.33, 1, 1]"
"['tri_0.250.png', 25.0, 0.48899999999999999, 12.225, 1, 1]","['tri_0.310.png', 31.0, 0.504, 15.624000000000001, 1, 1]","['tri_0.370.png', 37.0, 0.504, 18.648, 1, 0]","['tri_0.250.png', 25.0, 0.5, 12.5, 1, 1]","['tri_0.310.png', 31.0, 0.49199999999999999, 15.251999999999999, 1, 1]","['tri_0.250.png', 25.0, 0.495, 12.375, 1, 1]"
"['tri_0.130.png', 13.0, 0.48199999999999998, 6.266, 1, 1]","['tri_0.130.png', 13.0, 0.50900000000000001, 6.617, 1, 1]","['tri_0.130.png', 13.0, 0.51800000000000002, 6.734, 1, 1]","['sq_0.130.png', 13.0, 0.52200000000000002, 6.7860000000000005, 1, 1]","['sq_0.130.png', 13.0, 0.49099999999999999, 6.383, 1, 1]","['sq_0.160.png', 16.0, 0.51300000000000001, 8.2080000000000002, 1, 0]"
"['tri_0.220.png', 22.0, 0.49299999999999999, 10.846, 1, 1]","['cir_0.220.png', 22.0, 0.49399999999999999, 10.868, 1, 1]","['cir_0.220.png', 22.0, 0.51700000000000002, 11.374000000000001, 1, 1]","['tri_0.220.png', 22.0, 0.496, 10.911999999999999, 1, 1]","['cir_0.220.png', 22.0, 0.49299999999999999, 10.846, 1, 1]","['sq_0.190.png', 19.0, 0.49099999999999999, 9.3290000000000006, 0, 0]"
"['tri_0.400.png', 40.0, 0.495, 19.800000000000001, 1, 1]","['cir_0.130.png', 13.0, 0.50600000000000001, 6.5780000000000003, 1, 1]","['cir_0.430.png', 43.0, 0.48499999999999999, 20.855, 1, 0]","['tri_0.400.png', 40.0, 0.50600000000000001, 20.240000000000002, 1, 1]","['tri_0.400.png', 40.0, 0.502, 20.079999999999998, 1, 1]","['cir_0.130.png', 13.0, 0.47599999999999998, 6.1879999999999997, 1, 1]"
